respondent_id,constituency,age,gender,education,occupation,income_bracket,urban_rural,port_development,infrastructure,welfare_programs,corruption_concern,education_quality,leader_image,national_issues,law_and_order,environment_concern,transport_public,housing_affordability,women_safety,small_business_support,past_vote,vote_intention
920,Visakhapatnam (Vizag),36,Female,Postgraduate,Private Job,Low,Coastal,4,4,4,4,3,5,3,3,3,3,2,5,3,JanaSena,JanaSena
921,Visakhapatnam (Vizag),37,Male,Secondary,Private Job,Middle,Urban,3,4,3,4,3,3,4,4,3,4,3,3,3,TDP,TDP
922,Visakhapatnam (Vizag),74,Male,Secondary,Government Employee,High,Urban,3,4,3,2,4,3,4,5,4,3,3,4,3,BJP,JanaSena
923,Visakhapatnam (Vizag),35,Female,Secondary,Government Employee,Middle,Coastal,5,4,4,3,4,4,3,3,4,4,3,4,4,YSRCP,YSRCP
924,Visakhapatnam (Vizag),64,Male,Secondary,Private Job,Middle,Rural,4,5,3,4,4,4,5,4,3,4,3,3,3,YSRCP,BJP
925,Visakhapatnam (Vizag),58,Male,Graduate,Private Job,Middle,Urban,5,5,4,2,4,5,2,3,3,5,4,4,5,YSRCP,YSRCP
926,Visakhapatnam (Vizag),66,Female,Secondary,Private Job,Middle,Urban,5,4,4,2,3,4,3,3,4,4,3,4,3,YSRCP,YSRCP
927,Visakhapatnam (Vizag),31,Male,Graduate,Self-Employed,Middle,Urban,3,4,4,4,4,4,3,2,4,4,3,3,4,JanaSena,JanaSena
928,Visakhapatnam (Vizag),32,Female,Graduate,Private Job,Low,Urban,4,5,3,3,5,4,4,4,3,4,3,4,4,TDP,TDP
929,Visakhapatnam (Vizag),48,Female,Secondary,Self-Employed,Low,Urban,5,4,3,4,4,4,2,3,3,3,3,4,5,TDP,TDP
930,Visakhapatnam (Vizag),18,Male,Secondary,Private Job,Middle,Coastal,4,4,4,2,3,3,4,3,3,4,4,5,4,YSRCP,YSRCP
931,Visakhapatnam (Vizag),70,Male,Graduate,Self-Employed,Low,Urban,4,5,4,4,4,3,4,3,4,4,4,3,4,TDP,TDP
932,Visakhapatnam (Vizag),71,Male,Secondary,Self-Employed,Middle,Rural,5,3,4,3,4,4,4,4,4,4,3,3,3,TDP,YSRCP
933,Visakhapatnam (Vizag),71,Female,Graduate,Private Job,Low,Urban,4,4,4,2,3,4,3,4,4,3,3,5,4,YSRCP,YSRCP
934,Visakhapatnam (Vizag),20,Female,Secondary,Self-Employed,Middle,Coastal,4,3,4,3,4,4,3,2,3,4,4,5,3,YSRCP,YSRCP
935,Visakhapatnam (Vizag),33,Female,Secondary,Fisherman,Low,Rural,4,4,4,3,5,3,4,3,3,5,3,4,4,TDP,YSRCP
936,Visakhapatnam (Vizag),40,Male,Graduate,Self-Employed,Low,Urban,4,5,4,3,3,4,3,3,3,4,4,4,4,TDP,TDP
937,Visakhapatnam (Vizag),74,Female,Postgraduate,Government Employee,High,Rural,5,3,5,3,3,5,3,3,2,3,4,3,4,None,YSRCP
938,Visakhapatnam (Vizag),28,Female,Secondary,Fisherman,Middle,Urban,4,4,3,4,3,2,4,3,3,4,3,4,3,JanaSena,BJP
939,Visakhapatnam (Vizag),29,Female,Graduate,Government Employee,Middle,Coastal,4,5,4,3,3,4,3,4,3,4,3,4,3,YSRCP,YSRCP
940,Visakhapatnam (Vizag),27,Female,Secondary,Self-Employed,Middle,Coastal,3,4,3,4,3,3,5,5,3,4,2,3,3,BJP,BJP
941,Visakhapatnam (Vizag),49,Female,Graduate,Fisherman,Middle,Urban,3,4,4,3,4,4,3,4,4,3,4,4,3,JanaSena,JanaSena
942,Visakhapatnam (Vizag),33,Female,Graduate,Government Employee,Middle,Urban,3,4,3,4,4,3,5,4,3,3,4,3,3,JanaSena,BJP
943,Visakhapatnam (Vizag),25,Female,Secondary,Student,Middle,Urban,3,3,4,4,4,4,3,3,3,4,3,4,4,JanaSena,JanaSena
944,Visakhapatnam (Vizag),55,Male,Secondary,Self-Employed,Low,Rural,3,4,4,3,3,5,2,3,4,4,3,3,4,JanaSena,JanaSena
945,Visakhapatnam (Vizag),29,Male,Graduate,Private Job,Middle,Urban,4,5,4,4,5,3,4,4,4,4,3,4,4,YSRCP,TDP
946,Visakhapatnam (Vizag),41,Female,Secondary,Private Job,Middle,Urban,4,4,3,4,2,3,5,3,3,4,3,3,3,BJP,BJP
947,Visakhapatnam (Vizag),45,Male,Graduate,Fisherman,High,Urban,4,4,3,3,4,4,3,3,3,3,4,5,4,BJP,JanaSena
948,Visakhapatnam (Vizag),70,Female,Primary,Government Employee,Low,Urban,3,4,4,2,3,4,3,3,4,3,3,4,4,TDP,TDP
949,Visakhapatnam (Vizag),25,Female,Postgraduate,Private Job,Middle,Rural,4,5,4,2,4,4,3,3,3,4,3,4,4,None,YSRCP
950,Visakhapatnam (Vizag),75,Female,Graduate,Self-Employed,Middle,Urban,3,4,4,3,4,4,3,3,4,3,4,4,3,YSRCP,JanaSena
951,Visakhapatnam (Vizag),45,Male,Postgraduate,Fisherman,Low,Rural,3,3,3,4,3,3,5,3,3,3,4,3,3,BJP,BJP
952,Visakhapatnam (Vizag),53,Male,Primary,Government Employee,Low,Urban,4,4,4,3,4,4,3,3,3,4,4,4,4,YSRCP,YSRCP
953,Visakhapatnam (Vizag),43,Male,Graduate,Fisherman,Low,Urban,4,4,3,4,4,4,3,3,4,4,3,4,4,YSRCP,TDP
954,Visakhapatnam (Vizag),25,Female,Graduate,Fisherman,Low,Rural,4,3,3,4,4,4,4,4,3,4,3,3,3,BJP,BJP
955,Visakhapatnam (Vizag),75,Female,Secondary,Private Job,Low,Coastal,4,4,4,3,5,3,3,3,4,5,4,4,4,TDP,JanaSena
956,Visakhapatnam (Vizag),77,Female,Secondary,Private Job,Middle,Coastal,4,4,3,4,3,4,4,4,3,4,4,3,5,None,TDP
957,Visakhapatnam (Vizag),67,Male,Primary,Government Employee,Middle,Urban,3,4,3,4,4,5,4,4,3,3,4,3,4,BJP,BJP
958,Visakhapatnam (Vizag),45,Female,Graduate,Self-Employed,Middle,Urban,5,3,4,4,4,5,3,4,4,3,3,4,4,TDP,TDP
959,Visakhapatnam (Vizag),45,Female,Secondary,Government Employee,High,Coastal,4,5,3,3,4,3,2,4,3,4,5,4,4,YSRCP,TDP
960,Visakhapatnam (Vizag),54,Male,Primary,Self-Employed,Low,Urban,4,5,3,3,4,4,5,4,4,3,3,5,4,BJP,BJP
961,Visakhapatnam (Vizag),58,Female,Graduate,Self-Employed,Low,Urban,3,3,3,3,3,3,4,4,3,3,3,4,4,YSRCP,BJP
962,Visakhapatnam (Vizag),53,Male,Secondary,Government Employee,Middle,Coastal,4,3,4,3,3,4,2,4,4,5,4,3,3,TDP,TDP
963,Visakhapatnam (Vizag),44,Male,Primary,Self-Employed,Low,Coastal,4,5,3,3,3,4,3,3,3,4,3,4,4,TDP,TDP
964,Visakhapatnam (Vizag),71,Female,Postgraduate,Government Employee,Low,Coastal,4,4,3,3,4,4,4,3,4,4,4,3,4,YSRCP,TDP
965,Visakhapatnam (Vizag),34,Male,Postgraduate,Fisherman,Low,Coastal,4,5,4,4,4,4,3,4,3,5,4,4,3,BJP,BJP
966,Visakhapatnam (Vizag),26,Female,Secondary,Student,Low,Coastal,5,3,4,2,3,5,3,4,3,4,3,4,3,TDP,YSRCP
967,Visakhapatnam (Vizag),50,Female,Primary,Fisherman,Middle,Urban,5,4,3,3,5,4,4,3,4,3,4,4,4,YSRCP,YSRCP
968,Visakhapatnam (Vizag),70,Female,Graduate,Government Employee,Low,Urban,5,4,3,3,4,4,3,4,4,5,3,4,4,TDP,TDP
969,Visakhapatnam (Vizag),37,Male,Secondary,Student,Middle,Rural,4,4,3,4,4,4,4,4,3,4,4,3,3,BJP,BJP
970,Visakhapatnam (Vizag),30,Female,Secondary,Fisherman,Low,Rural,4,4,4,3,4,5,3,3,3,5,3,4,4,TDP,YSRCP
971,Visakhapatnam (Vizag),45,Female,Secondary,Private Job,Middle,Urban,4,4,5,2,3,5,4,3,3,4,4,4,3,TDP,YSRCP
972,Visakhapatnam (Vizag),65,Female,Secondary,Self-Employed,Low,Urban,4,4,3,3,4,5,3,5,4,4,3,5,4,TDP,YSRCP
973,Visakhapatnam (Vizag),46,Male,Graduate,Government Employee,Middle,Urban,3,3,4,3,3,4,5,5,3,4,3,3,4,BJP,BJP
974,Visakhapatnam (Vizag),30,Male,Secondary,Private Job,Low,Rural,4,5,4,3,4,4,2,4,3,3,3,3,3,YSRCP,YSRCP
975,Visakhapatnam (Vizag),63,Female,Graduate,Government Employee,Low,Urban,4,5,3,4,4,4,3,4,4,4,3,4,3,TDP,TDP
976,Visakhapatnam (Vizag),52,Male,Postgraduate,Government Employee,Middle,Urban,3,4,3,1,4,4,3,3,3,4,3,3,4,BJP,TDP
977,Visakhapatnam (Vizag),78,Female,Secondary,Private Job,Low,Rural,5,4,4,3,4,4,3,4,4,3,3,4,3,YSRCP,JanaSena
978,Visakhapatnam (Vizag),23,Female,Graduate,Self-Employed,Low,Rural,4,5,2,3,4,4,3,2,4,4,3,4,4,TDP,TDP
979,Visakhapatnam (Vizag),35,Male,Postgraduate,Government Employee,Low,Urban,4,4,5,3,3,4,3,3,3,3,4,2,4,TDP,YSRCP
980,Visakhapatnam (Vizag),68,Female,Secondary,Private Job,High,Rural,4,4,3,4,4,4,3,4,4,4,5,3,3,TDP,TDP
981,Visakhapatnam (Vizag),22,Female,Secondary,Self-Employed,Low,Rural,4,3,3,3,3,4,3,3,4,4,4,4,3,JanaSena,JanaSena
982,Visakhapatnam (Vizag),64,Female,Graduate,Self-Employed,Middle,Urban,5,5,3,3,3,3,3,4,4,4,3,4,4,TDP,TDP
983,Visakhapatnam (Vizag),42,Female,Graduate,Fisherman,Low,Urban,4,3,3,3,4,4,4,2,4,4,3,4,4,YSRCP,JanaSena
984,Visakhapatnam (Vizag),19,Female,Graduate,Private Job,Low,Urban,4,4,3,5,4,4,4,5,4,3,4,4,3,BJP,BJP
985,Visakhapatnam (Vizag),27,Male,Secondary,Private Job,Low,Urban,5,4,5,3,4,5,3,3,4,3,3,4,4,YSRCP,YSRCP
986,Visakhapatnam (Vizag),73,Male,Postgraduate,Government Employee,High,Coastal,4,4,3,4,3,3,5,5,3,4,4,4,3,BJP,BJP
987,Visakhapatnam (Vizag),47,Female,Primary,Government Employee,Low,Urban,5,4,4,2,4,4,3,4,3,4,4,4,4,BJP,BJP
988,Visakhapatnam (Vizag),67,Male,Primary,Government Employee,Low,Rural,4,4,4,2,4,4,3,4,3,4,3,4,4,TDP,TDP
989,Visakhapatnam (Vizag),76,Male,Graduate,Self-Employed,Low,Urban,4,4,4,3,4,3,3,4,4,5,2,5,4,YSRCP,JanaSena
990,Visakhapatnam (Vizag),62,Male,Secondary,Student,Low,Urban,3,4,4,3,3,4,3,4,3,4,3,4,4,YSRCP,YSRCP
991,Visakhapatnam (Vizag),22,Female,Secondary,Fisherman,Low,Rural,3,4,4,3,4,4,3,4,3,3,4,4,3,TDP,JanaSena
992,Visakhapatnam (Vizag),72,Female,Secondary,Private Job,Middle,Urban,5,5,4,2,3,4,3,3,3,3,3,4,4,YSRCP,JanaSena
993,Visakhapatnam (Vizag),73,Female,Secondary,Private Job,Low,Urban,4,4,3,3,2,5,3,3,3,4,2,4,4,JanaSena,JanaSena
994,Visakhapatnam (Vizag),50,Female,Primary,Private Job,Low,Urban,5,4,4,3,4,5,3,3,4,4,4,4,4,TDP,YSRCP
995,Visakhapatnam (Vizag),71,Female,Postgraduate,Government Employee,Middle,Urban,4,4,5,2,4,4,3,3,4,3,4,4,3,None,YSRCP
996,Visakhapatnam (Vizag),18,Male,Secondary,Self-Employed,Low,Rural,4,4,3,3,3,4,2,3,4,3,3,3,3,JanaSena,JanaSena
997,Visakhapatnam (Vizag),35,Female,Graduate,Private Job,Low,Urban,4,5,2,4,3,4,4,3,4,5,4,4,3,TDP,TDP
998,Visakhapatnam (Vizag),49,Male,Graduate,Government Employee,Low,Coastal,4,4,3,4,3,3,4,5,3,4,4,3,3,BJP,BJP
999,Visakhapatnam (Vizag),64,Female,Postgraduate,Student,Middle,Rural,5,5,5,3,3,4,4,3,3,4,3,4,4,YSRCP,YSRCP
1000,Visakhapatnam (Vizag),66,Female,Primary,Private Job,Low,Urban,3,4,4,4,4,4,4,3,3,5,3,5,4,TDP,TDP
